,transaction_id,timestamp,product_id,category,customer_type,unit_price,quantity,total,payment_type
0,a1c82654-c52c-45b3-8ce8-4c2a1efe63ed,2022-03-02 09:51:38,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,gold,3.99,2,7.98,e-wallet
1,931ad550-09e8-4da6-beaa-8c9d17be9c60,2022-03-06 10:33:59,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,standard,3.99,1,3.99,e-wallet
2,ae133534-6f61-4cd6-b6b8-d1c1d8d90aea,2022-03-04 17:20:21,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,premium,0.19,2,0.38,e-wallet
3,157cebd9-aaf0-475d-8a11-7c8e0f5b76e4,2022-03-02 17:23:58,80da8348-1707-403f-8be7-9e6deeccc883,fruit,gold,0.19,4,0.76,e-wallet
4,a81a6cd3-5e0c-44a2-826c-aea43e46c514,2022-03-05 14:32:43,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,basic,4.49,2,8.98,debit card
5,b5b3c8b9-f496-484d-aa30-4f2efb5ed56c,2022-03-07 17:59:47,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,4,15.96,cash
6,4997b1ae-f5aa-4b9f-8fc8-22ad8f19837c,2022-03-07 19:36:57,14736243-d346-438f-9535-d80fcb9f3882,fruit,standard,1.49,4,5.96,e-wallet
7,bfffee68-0736-42af-bd3e-4ca77541b0d6,2022-03-07 19:03:20,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,basic,3.99,4,15.96,credit card
8,ce50e984-90cd-4b47-8537-3a4e32e6d314,2022-03-07 11:34:32,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,1,3.99,credit card
9,f0700cc9-e6f5-4b9a-add4-05e64b4f495b,2022-03-07 09:20:12,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,premium,0.49,3,1.47,e-wallet
10,3c46e735-8cb6-4ecf-ab3b-94d116651f26,2022-03-06 12:44:29,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,1,4.99,cash
11,93c9eeb9-314d-4bd4-b0d9-1e55e97d5273,2022-03-01 14:58:07,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,premium,3.99,4,15.96,e-wallet
12,13049349-04ed-4df2-b320-eb2ce3f5fa16,2022-03-05 10:58:21,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,premium,4.99,3,14.97,e-wallet
13,05bd411c-b512-49a3-b61e-070ebbb33597,2022-03-04 14:41:58,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,premium,0.49,4,1.96,e-wallet
14,a016533b-7d7e-44ba-b37d-080b5fc271c3,2022-03-01 11:20:24,04da844d-8dba-4470-9119-e534d52a03a0,fruit,gold,0.49,1,0.49,cash
15,464b8d77-bc32-49d7-9203-22cb9f2d9acf,2022-03-05 19:15:17,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,premium,3.99,4,15.96,e-wallet
16,cdadb465-b263-48ae-9bc6-df766a6bad46,2022-03-01 19:24:01,14736243-d346-438f-9535-d80fcb9f3882,fruit,standard,1.49,1,1.49,debit card
17,1b5dcfd7-9e27-4fee-91af-95845d4d8ae6,2022-03-05 09:44:16,3bc6c1ea-0198-46de-9ffd-514ae3338713,fruit,standard,3.99,3,11.97,e-wallet
18,32f8045e-7f73-4e8d-aa12-13e309758447,2022-03-01 13:01:48,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,basic,0.49,4,1.96,debit card
19,e0940aa1-f237-49c0-a244-86446dee2246,2022-03-01 12:39:17,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,premium,3.99,2,7.98,e-wallet
20,103e9577-bd93-438c-98d0-6b36a41c8734,2022-03-07 13:13:28,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,gold,4.49,3,13.47,credit card
21,35c001c3-4fc6-4f4e-a21c-191f54958dde,2022-03-03 10:55:40,80da8348-1707-403f-8be7-9e6deeccc883,fruit,standard,0.19,2,0.38,credit card
22,4ef0aaad-7b06-4016-a634-dc58c9cf61ff,2022-03-02 15:44:48,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,1,3.99,cash
23,8d9f8462-420f-4bd8-a1d9-e5fd60108ae5,2022-03-05 09:55:11,04da844d-8dba-4470-9119-e534d52a03a0,fruit,basic,0.49,4,1.96,e-wallet
24,973f952b-e2e0-4c9c-b63a-45779d6f0612,2022-03-06 16:58:28,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,4,0.76,debit card
25,ff18939e-1f51-4658-8f5e-aee1ca609d8f,2022-03-06 15:46:09,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,non-member,3.99,2,7.98,e-wallet
26,b7426358-7b45-4778-9750-f979d0670e6d,2022-03-07 11:15:03,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,premium,4.49,4,17.96,credit card
27,a0a1b350-4487-4136-9f14-258d5f377d79,2022-03-01 17:45:25,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,premium,4.99,2,9.98,e-wallet
28,3021076e-62cc-4c0c-8b61-653b937e3526,2022-03-07 09:04:02,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,gold,0.19,2,0.38,credit card
29,db19bfd4-32b0-4adf-8423-2bef3b5c633c,2022-03-02 14:44:45,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,standard,4.99,3,14.97,debit card
30,b0262924-e54e-45d7-803b-9e318f47df0d,2022-03-03 09:43:20,80da8348-1707-403f-8be7-9e6deeccc883,fruit,premium,0.19,1,0.19,cash
31,762b1e99-7071-4c73-883d-606b93713f5e,2022-03-02 16:01:34,80da8348-1707-403f-8be7-9e6deeccc883,fruit,basic,0.19,3,0.5700000000000001,cash
32,81441775-d782-43b8-bd48-6efede33eed1,2022-03-07 09:07:36,0ddc2379-adba-4fb0-aa97-19fcafc738a1,fruit,standard,3.99,4,15.96,credit card
33,244e8333-6593-46c2-a3ae-21877c3891c0,2022-03-02 11:24:20,35e00193-aa27-4121-87f4-6ac0d8a8671f,fruit,standard,0.49,4,1.96,credit card
34,998c2c93-314c-4370-860a-1c67163b06b9,2022-03-02 12:09:29,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,basic,3.99,4,15.96,e-wallet
35,d510e970-b720-4fa0-a044-f1861b1dbfec,2022-03-04 09:58:50,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,gold,0.19,2,0.38,credit card
36,787688ec-a318-4e3f-8ac7-dbe2ce7744aa,2022-03-02 13:40:25,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,fruit,standard,3.99,2,7.98,debit card
37,cfdcb3cc-92b4-4ae6-a682-ef642638221d,2022-03-02 19:31:04,7c55cbd4-f306-4c04-a030-628cbe7867c1,fruit,standard,0.19,1,0.19,e-wallet
38,e86bd814-b3ba-424c-9956-4b4d2f58ce88,2022-03-01 10:17:21,80da8348-1707-403f-8be7-9e6deeccc883,fruit,standard,0.19,2,0.38,e-wallet
39,3b7045e1-f0a3-4e07-9807-38a92d3a7444,2022-03-03 19:57:18,04da844d-8dba-4470-9119-e534d52a03a0,fruit,non-member,0.49,3,1.47,e-wallet
40,0bd087e2-c718-4b21-9647-bba6d0128511,2022-03-05 14:47:09,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,fruit,basic,4.49,4,17.96,debit card
41,ceeb3ed3-d4db-4b3e-8852-f20852a1c3f6,2022-03-04 13:52:53,80da8348-1707-403f-8be7-9e6deeccc883,fruit,non-member,0.19,2,0.38,credit card
42,210d1927-28c8-48f7-ad29-ce2e4c8a9334,2022-03-06 10:57:24,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,fruit,basic,4.99,2,9.98,e-wallet
